novel_ORF	overlapping_gene_id	overlapping_transcript	overlapping_gene_name	surrounding_gene_ids	surrounding_transcripts	surrounding_gene_names
MSTRG.998_36789112_36789062_16	ENSG00000214193.5,ENSG00000142694.6	ENSG00000214193.5,ENSG00000142694.6	SH3D21,EVA1B	,,ENSG00000116883.8	,,ENSG00000116883.8	,,RP11-268J15.5
MSTRG.995_36863469_36863413_18	ENSG00000181817.5	ENSG00000181817.5	LSM10			
MSTRG.995_36863377_36859690_24	ENSG00000181817.5	ENSG00000181817.5	LSM10			
MSTRG.1032_36929958_36929941_5	ENSG00000116898.7	ENSG00000116898.7	MRPS15			
MSTRG.1001_37980341_37980246_31	ENSG00000163875.11	ENSG00000163875.11	MEAF6			
MSTRG.1013_38156070_38155549_23	ENSG00000116922.10	ENSG00000116922.10	C1orf109			
MSTRG.1013_38149211_38148915_98	ENSG00000116922.10	ENSG00000116922.10	C1orf109			
ENSG00000183317.12_38218831_38201044_100	ENSG00000183317.12,ENSG00000200421.1,ENSG00000238871.1	ENSG00000183317.12,ENSG00000200421.1,ENSG00000238871.1	EPHA10,Y_RNA,snoU13	,,	,,	,,
ENSG00000183317.12_38218632_38200336_80	ENSG00000183317.12,ENSG00000200421.1,ENSG00000238871.1	ENSG00000183317.12,ENSG00000200421.1,ENSG00000238871.1	EPHA10,Y_RNA,snoU13	,,	,,	,,
MSTRG.1020_38259855_38265531_250	ENSG00000185090.10,ENSG00000233728.1	ENSG00000185090.10,ENSG00000233728.1	MANEAL,RP11-109P14.9	,	,	,
MSTRG.1020_38260239_38265271_102	ENSG00000185090.10	ENSG00000185090.10	MANEAL	,ENSG00000233728.1	,ENSG00000233728.1	,RP11-109P14.9
MSTRG.1023_38274077_38274745_110	ENSG00000197982.12	ENSG00000197982.12	C1orf122	ENSG00000196449.3,,ENSG00000188786.9	ENSG00000196449.3,,ENSG00000188786.9	YRDC,,MTF1
ENSG00000204084.8_38348499_38344095_66	ENSG00000204084.8	ENSG00000204084.8	INPP5B			
MSTRG.1018_38455729_38455658_23	ENSG00000183431.7	ENSG00000183431.7	SF3A3			
MSTRG.1033_38478475_38482096_42	ENSG00000183520.7	ENSG00000183520.7	UTP11L			
MSTRG.1030_39407410_39384944_40	ENSG00000228436.2,ENSG00000158315.6,ENSG00000199963.1	ENSG00000228436.2,ENSG00000158315.6,ENSG00000199963.1	RP5-864K19.4,RHBDL2,RNU6-605P	,,	,,	,,
MSTRG.1019_39494444_39494467_7	ENSG00000168653.6	ENSG00000168653.6	NDUFS5			
ENSG00000183682.7_39957377_39957703_108	ENSG00000183682.7	ENSG00000183682.7	BMP8A			
MSTRG.1034_40041596_40036902_159	ENSG00000090621.9,ENSG00000228060.1	ENSG00000090621.9,ENSG00000228060.1	PABPC4,RP11-69E11.8	,	,	,
MSTRG.1036_40208939_40211286_123	ENSG00000084072.12	ENSG00000084072.12	PPIE			
MSTRG.1036_40214655_40218766_96	ENSG00000084072.12	ENSG00000084072.12	PPIE			
MSTRG.1039_40254113_40253829_94	ENSG00000116985.6	ENSG00000116985.6	BMP8B			
MSTRG.1039_40254442_40254308_44	ENSG00000116985.6	ENSG00000116985.6	BMP8B	,ENSG00000261798.1	,ENSG00000261798.1	,RP1-118J21.25
MSTRG.1043_40349163_40313764_59	ENSG00000043514.11,ENSG00000202222.1	ENSG00000043514.11,ENSG00000202222.1	TRIT1,Y_RNA	,	,	,
ENSG00000168389.13_40420865_40421038_57	ENSG00000168389.13	ENSG00000168389.13	MFSD2A			
MSTRG.1056_40506456_40525026_12	ENSG00000131236.12	ENSG00000131236.12	CAP1			
MSTRG.1046_40723944_40725084_61	ENSG00000084073.4	ENSG00000084073.4	ZMPSTE24	ENSG00000259943.1,	ENSG00000259943.1,	RP1-39G22.7,
MSTRG.1046_40726562_40728544_44	ENSG00000084073.4,ENSG00000231296.1	ENSG00000084073.4,ENSG00000231296.1	ZMPSTE24,RP1-39G22.4	,	,	,
ENSG00000187801.10_40916543_40916743_66	ENSG00000187801.10	ENSG00000187801.10	ZFP69B			
ENSG00000117016.5_41131273_41113453_89	ENSG00000117016.5	ENSG00000117016.5	RIMS3			
MSTRG.1062_41445409_41445489_26	ENSG00000171793.9	ENSG00000171793.9	CTPS1			
MSTRG.1064_41651805_41625598_37	ENSG00000010803.12	ENSG00000010803.12	SCMH1			
MSTRG.1058_43124527_43125019_57	ENSG00000171960.6	ENSG00000171960.6	PPIH			
MSTRG.1059_43220883_43218317_62	ENSG00000117385.11	ENSG00000117385.11	LEPRE1			
MSTRG.1081_43424322_43395183_120	ENSG00000117394.15	ENSG00000117394.15	SLC2A1	,ENSG00000227533.1	,ENSG00000227533.1	,SLC2A1-AS1
MSTRG.1078_43824887_43825075_62	ENSG00000117399.9	ENSG00000117399.9	CDC20			
MSTRG.1079_43833351_43831286_67	ENSG00000066322.8	ENSG00000066322.8	ELOVL1			
MSTRG.1079_43831003_43830830_57	ENSG00000066322.8	ENSG00000066322.8	ELOVL1			
MSTRG.1079_43831280_43830697_102	ENSG00000066322.8	ENSG00000066322.8	ELOVL1			
MSTRG.1076_43919464_43919024_146	ENSG00000178922.12	ENSG00000178922.12	HYI	,ENSG00000229348.1	,ENSG00000229348.1	,HYI-AS1
MSTRG.1094_43996564_43996758_64	ENSG00000142949.12	ENSG00000142949.12	PTPRF			
MSTRG.1122_44412766_44412909_47	ENSG00000117408.6	ENSG00000117408.6	IPO13			
MSTRG.1122_44412979_44413020_13	ENSG00000117408.6	ENSG00000117408.6	IPO13			
MSTRG.1093_44435692_44435769_25	ENSG00000132768.9	ENSG00000132768.9	DPH2			
MSTRG.1093_44435848_44436711_93	ENSG00000132768.9	ENSG00000132768.9	DPH2			
MSTRG.1093_44435848_44437242_232	ENSG00000132768.9	ENSG00000132768.9	DPH2			
MSTRG.1112_44440713_44441769_24	ENSG00000117410.9	ENSG00000117410.9	ATP6V0B			
MSTRG.1112_44440713_44441075_120	ENSG00000117410.9	ENSG00000117410.9	ATP6V0B			
MSTRG.1112_44440713_44442055_93	ENSG00000117410.9	ENSG00000117410.9	ATP6V0B			
MSTRG.1112_44442302_44442516_33	ENSG00000117410.9	ENSG00000117410.9	ATP6V0B			
MSTRG.1095_44445098_44445169_23	ENSG00000117411.12	ENSG00000117411.12	B4GALT2			
MSTRG.1131_44457365_44457623_52	ENSG00000159214.8,ENSG00000196517.7	ENSG00000159214.8,ENSG00000196517.7	CCDC24,SLC6A9	,	,	,
MSTRG.1132_44466653_44463314_131	ENSG00000196517.7	ENSG00000196517.7	SLC6A9			
MSTRG.1096_44679174_44680044_52	ENSG00000178028.9	ENSG00000178028.9	DMAP1			
MSTRG.1096_44680505_44680876_123	ENSG00000178028.9	ENSG00000178028.9	DMAP1			
MSTRG.1097_44785385_44785332_17	ENSG00000117419.10	ENSG00000117419.10	ERI3			
MSTRG.1097_44820931_44820770_53	ENSG00000117419.10	ENSG00000117419.10	ERI3			
MSTRG.1097_44820673_44818528_59	ENSG00000117419.10	ENSG00000117419.10	ERI3			
MSTRG.1097_44820698_44804989_46	ENSG00000117419.10	ENSG00000117419.10	ERI3			
MSTRG.1123_45097649_45097675_8	ENSG00000187147.13	ENSG00000187147.13	RNF220			
MSTRG.1123_45097827_45101253_45	ENSG00000187147.13,ENSG00000126106.9	ENSG00000187147.13,ENSG00000126106.9	RNF220,TMEM53	,	,	,
MSTRG.1118_45226266_45226313_15	ENSG00000142945.8,ENSG00000225721.1	ENSG00000142945.8,ENSG00000225721.1	KIF2C,RP11-269F19.2	,	,	,
MSTRG.1113_45452196_45452170_8	ENSG00000070785.12	ENSG00000070785.12	EIF2B3			
MSTRG.1113_45407244_45390815_108	ENSG00000070785.12,ENSG00000253039.1	ENSG00000070785.12,ENSG00000253039.1	EIF2B3,RNA5SP47	,	,	,
MSTRG.1121_45474296_45474027_89	ENSG00000126107.10	ENSG00000126107.10	HECTD3			
MSTRG.1107_45477938_45478571_20	ENSG00000126088.8	ENSG00000126088.8	UROD			
MSTRG.1107_45478967_45479044_25	ENSG00000126088.8	ENSG00000126088.8	UROD			
MSTRG.1107_45477938_45479378_135	ENSG00000126088.8	ENSG00000126088.8	UROD			
MSTRG.1139_45805926_45799162_54	ENSG00000132781.13,ENSG00000132773.7	ENSG00000132781.13,ENSG00000132773.7	MUTYH,TOE1	,	,	,
MSTRG.1139_45800177_45795036_62	ENSG00000132781.13	ENSG00000132781.13	MUTYH			
MSTRG.1139_45805926_45798986_55	ENSG00000132781.13,ENSG00000132773.7	ENSG00000132781.13,ENSG00000132773.7	MUTYH,TOE1	,	,	,
MSTRG.1140_45805925_45806047_40	ENSG00000132781.13,ENSG00000132773.7	ENSG00000132781.13,ENSG00000132773.7	MUTYH,TOE1	,	,	,
MSTRG.1129_45965884_45973044_72	ENSG00000132763.10	ENSG00000132763.10	MMACHC	ENSG00000236624.4,	ENSG00000236624.4,	CCDC163P,
MSTRG.1130_45987541_45987497_14	ENSG00000117450.9	ENSG00000117450.9	PRDX1			
MSTRG.1130_45987388_45987344_14	ENSG00000117450.9	ENSG00000117450.9	PRDX1			
MSTRG.1126_46018155_46018214_19	ENSG00000117448.9	ENSG00000117448.9	AKR1A1			
MSTRG.1126_46016688_46016744_18	ENSG00000117448.9	ENSG00000117448.9	AKR1A1			
MSTRG.1133_46056903_46070607_80	ENSG00000132780.12	ENSG00000132780.12	NASP			
MSTRG.1133_46049825_46066066_36	ENSG00000132780.12	ENSG00000132780.12	NASP			
MSTRG.1133_46049825_46060429_54	ENSG00000132780.12	ENSG00000132780.12	NASP			
MSTRG.1133_46049825_46078847_35	ENSG00000132780.12	ENSG00000132780.12	NASP			
MSTRG.1133_46049825_46072231_94	ENSG00000132780.12	ENSG00000132780.12	NASP			
MSTRG.1137_46153875_46156659_28	ENSG00000159596.6	ENSG00000159596.6	TMEM69	ENSG00000159592.6,	ENSG00000159592.6,	GPBP1L1,
MSTRG.1144_46269358_46269375_5	ENSG00000086015.16	ENSG00000086015.16	MAST2			
ENSG00000117461.10_46511610_46509289_91	ENSG00000117461.10	ENSG00000117461.10	PIK3R3			
MSTRG.1147_46660246_46659523_74	ENSG00000085998.9	ENSG00000085998.9	POMGNT1			
MSTRG.1147_46663531_46663508_7	ENSG00000085998.9	ENSG00000085998.9	POMGNT1			
MSTRG.1147_46663493_46660255_200	ENSG00000085998.9	ENSG00000085998.9	POMGNT1			
MSTRG.1151_46769400_46769432_10	ENSG00000173660.7	ENSG00000173660.7	UQCRH	ENSG00000132128.12,	ENSG00000132128.12,	LRRC41,
MSTRG.1151_46775654_46782256_85	ENSG00000173660.7	ENSG00000173660.7	UQCRH			
MSTRG.1146_46806499_46818558_151	ENSG00000117481.6	ENSG00000117481.6	NSUN4			
ENSG00000079277.15_47059946_47059878_22	ENSG00000079277.15	ENSG00000079277.15	MKNK1			
ENSG00000079277.15_47059818_47037797_118	ENSG00000079277.15	ENSG00000079277.15	MKNK1			
ENSG00000079277.15_47059818_47042292_56	ENSG00000079277.15	ENSG00000079277.15	MKNK1			
MSTRG.1152_47134063_47129569_156	ENSG00000123472.8,ENSG00000159658.6,ENSG00000233647.2	ENSG00000123472.8,ENSG00000159658.6,ENSG00000233647.2	ATPAF1,EFCAB14,RP11-8J9.1	,,,ENSG00000186118.7	,,,ENSG00000186118.7	,,,TEX38
MSTRG.1161_51425832_51425680_50	ENSG00000185104.15	ENSG00000185104.15	FAF1			
MSTRG.1157_51435143_51435283_46	ENSG00000123080.6	ENSG00000123080.6	CDKN2C			
ENSG00000085831.11_51767345_51767235_36	ENSG00000085831.11	ENSG00000085831.11	TTC39A			
MSTRG.1168_51984914_51984876_12	ENSG00000085832.12,ENSG00000227070.1	ENSG00000085832.12,ENSG00000227070.1	EPS15,RP11-191G24.1	,	,	,
MSTRG.1182_52195647_52195721_24	ENSG00000117859.14	ENSG00000117859.14	OSBPL9			
MSTRG.1182_52238351_52246841_16	ENSG00000117859.14	ENSG00000117859.14	OSBPL9			
MSTRG.1182_52250127_52250258_43	ENSG00000117859.14	ENSG00000117859.14	OSBPL9			
MSTRG.1182_52082783_52135294_116	ENSG00000117859.14	ENSG00000117859.14	OSBPL9			
MSTRG.1182_52195647_52215212_79	ENSG00000117859.14	ENSG00000117859.14	OSBPL9			
MSTRG.1182_52082783_52179716_67	ENSG00000117859.14,ENSG00000236973.2,ENSG00000232846.1	ENSG00000117859.14,ENSG00000236973.2,ENSG00000232846.1	OSBPL9,GAPDHP51,SLC25A6P3	,,	,,	,,
MSTRG.1180_52521947_52526140_70	ENSG00000134717.13	ENSG00000134717.13	BTF3L4	ENSG00000117862.7,	ENSG00000117862.7,	TXNDC12,
MSTRG.1180_52521947_52530531_68	ENSG00000134717.13	ENSG00000134717.13	BTF3L4	ENSG00000117862.7,	ENSG00000117862.7,	TXNDC12,
ENSG00000154222.10_52830292_52826783_124	ENSG00000154222.10	ENSG00000154222.10	CC2D1B			
ENSG00000154222.10_52827248_52826613_96	ENSG00000154222.10	ENSG00000154222.10	CC2D1B			
ENSG00000154222.10_52826687_52825133_177	ENSG00000154222.10	ENSG00000154222.10	CC2D1B			
MSTRG.1196_52870019_52867871_42	ENSG00000085840.8	ENSG00000085840.8	ORC1	,ENSG00000134748.12	,ENSG00000134748.12	,PRPF38A
ENSG00000203995.5_53308556_53332236_211	ENSG00000203995.5	ENSG00000203995.5	ZYG11A			
MSTRG.1203_53387345_53379761_65	ENSG00000121310.12,ENSG00000230953.2	ENSG00000121310.12,ENSG00000230953.2	ECHDC2,RP4-631H13.6	,	,	,
MSTRG.1203_53387345_53380939_48	ENSG00000121310.12,ENSG00000230953.2	ENSG00000121310.12,ENSG00000230953.2	ECHDC2,RP4-631H13.6	,	,	,
MSTRG.1203_53387345_53379739_49	ENSG00000121310.12,ENSG00000230953.2	ENSG00000121310.12,ENSG00000230953.2	ECHDC2,RP4-631H13.6	,	,	,
MSTRG.1203_53379573_53377605_31	ENSG00000121310.12	ENSG00000121310.12	ECHDC2			
MSTRG.1206_53393069_53413695_27	ENSG00000116171.12,ENSG00000264834.1,ENSG00000266188.1,ENSG00000265815.1,ENSG00000237279.2	ENSG00000116171.12,ENSG00000264834.1,ENSG00000266188.1,ENSG00000265815.1,ENSG00000237279.2	SCP2,MIR1273F,MIR5095,MIR1273G,RP4-631H13.5	ENSG00000121310.12,,,,,	ENSG00000121310.12,,,,,	ECHDC2,,,,,
MSTRG.1206_53480693_53513583_59	ENSG00000116171.12	ENSG00000116171.12	SCP2			
MSTRG.1215_53793584_53736967_392	ENSG00000157193.10,ENSG00000228838.1,ENSG00000225030.1,ENSG00000232762.1	ENSG00000157193.10,ENSG00000228838.1,ENSG00000225030.1,ENSG00000232762.1	LRP8,RP4-784A16.2,RP4-784A16.3,RP4-784A16.4	,,,,ENSG00000225675.2	,,,,ENSG00000225675.2	,,,,RP4-784A16.5
MSTRG.1222_54303934_54298232_29	ENSG00000058804.10	ENSG00000058804.10	NDC1			
MSTRG.1221_54355136_54355026_36	ENSG00000058799.9	ENSG00000058799.9	YIPF1			
MSTRG.1221_54354610_54344352_24	ENSG00000058799.9	ENSG00000058799.9	YIPF1			
MSTRG.1225_54405755_54405654_33	ENSG00000081870.7	ENSG00000081870.7	HSPB11			
MSTRG.1225_54411299_54411240_19	ENSG00000081870.7	ENSG00000081870.7	HSPB11	,ENSG00000116212.10	,ENSG00000116212.10	,LRRC42
MSTRG.1225_54405755_54389556_112	ENSG00000081870.7	ENSG00000081870.7	HSPB11			
MSTRG.1226_54411895_54413474_113	ENSG00000116212.10	ENSG00000116212.10	LRRC42	ENSG00000081870.7,	ENSG00000081870.7,	HSPB11,
MSTRG.1226_54412126_54413539_33	ENSG00000116212.10	ENSG00000116212.10	LRRC42			
MSTRG.1226_54433372_54433425_17	ENSG00000116212.10	ENSG00000116212.10	LRRC42			
MSTRG.1241_54665917_54675670_131	ENSG00000116221.11	ENSG00000116221.11	MRPL37	ENSG00000256407.1,ENSG00000215883.5,	ENSG00000256407.1,ENSG00000215883.5,	RP11-446E24.4,CYB5RL,
MSTRG.1242_54871961_54871881_26	ENSG00000157216.11	ENSG00000157216.11	SSBP3			
MSTRG.1245_55181582_55181725_47	ENSG00000271723.1,ENSG00000243725.2	ENSG00000271723.1,ENSG00000243725.2	MROH7-TTC4,TTC4	,	,	,
MSTRG.1238_55523723_55527104_121	ENSG00000169174.9	ENSG00000169174.9	PCSK9			
MSTRG.1246_55590174_55589237_23	ENSG00000162402.8	ENSG00000162402.8	USP24			
MSTRG.1251_58993004_58809067_76	ENSG00000173406.11,ENSG00000162600.7	ENSG00000173406.11,ENSG00000162600.7	DAB1,OMA1	,	,	,
MSTRG.1268_62588701_62626726_211	ENSG00000132849.14	ENSG00000132849.14	INADL			
MSTRG.1288_62902916_62905475_53	ENSG00000162607.8	ENSG00000162607.8	USP1			
ENSG00000230798.1_63788082_63787746_33	ENSG00000230798.1	ENSG00000230798.1	RP4-792G4.2			
ENSG00000230798.1_63787651_63787499_50	ENSG00000230798.1	ENSG00000230798.1	RP4-792G4.2			
ENSG00000230798.1_63789241_63786853_61	ENSG00000230798.1,ENSG00000187140.4	ENSG00000230798.1,ENSG00000187140.4	RP4-792G4.2,FOXD3	,	,	,
ENSG00000187140.4_63789241_63789158_27	ENSG00000230798.1,ENSG00000187140.4	ENSG00000230798.1,ENSG00000187140.4	RP4-792G4.2,FOXD3	,	,	,
MSTRG.1281_63836602_63836667_21	ENSG00000088035.11	ENSG00000088035.11	ALG6			
MSTRG.1274_63920584_63919581_60	ENSG00000142856.12	ENSG00000142856.12	ITGB3BP			
MSTRG.1283_65432127_65352014_40	ENSG00000162434.7,ENSG00000234784.2,ENSG00000233877.2	ENSG00000162434.7,ENSG00000234784.2,ENSG00000233877.2	JAK1,RP11-182I10.1,RP11-182I10.2	,,	,,	,,
MSTRG.1283_65432018_65349152_30	ENSG00000162434.7,ENSG00000234784.2,ENSG00000233877.2	ENSG00000162434.7,ENSG00000234784.2,ENSG00000233877.2	JAK1,RP11-182I10.1,RP11-182I10.2	,,	,,	,,
MSTRG.1289_65886408_66031247_36	ENSG00000116678.14,ENSG00000213625.4,ENSG00000237852.1	ENSG00000116678.14,ENSG00000213625.4,ENSG00000237852.1	LEPR,LEPROT,RP4-630A11.3	,,	,,	,,
ENSG00000198160.10_67390716_67391878_38	ENSG00000198160.10	ENSG00000198160.10	MIER1	ENSG00000152763.12,	ENSG00000152763.12,	WDR78,
ENSG00000116704.6_67519671_67519585_28	ENSG00000116704.6	ENSG00000116704.6	SLC35D1			
MSTRG.1302_68698151_68624885_106	ENSG00000232284.3,ENSG00000116729.9,ENSG00000234383.1,ENSG00000221203.1	ENSG00000232284.3,ENSG00000116729.9,ENSG00000234383.1,ENSG00000221203.1	GNG12-AS1,WLS,CTBP2P8,MIR1262	,,,	,,,	,,,
MSTRG.1302_68697958_68659633_119	ENSG00000232284.3,ENSG00000116729.9	ENSG00000232284.3,ENSG00000116729.9	GNG12-AS1,WLS	,	,	,
ENSG00000024526.12_68962710_68962690_6	ENSG00000024526.12,ENSG00000234264.1	ENSG00000024526.12,ENSG00000234264.1	DEPDC1,RP4-694A7.4	,	,	,
MSTRG.1325_70625121_70625077_14	ENSG00000066557.5	ENSG00000066557.5	LRRC40			
MSTRG.1327_70687266_70687292_8	ENSG00000116754.9	ENSG00000116754.9	SRSF11			
MSTRG.1327_70703184_70712815_123	ENSG00000116754.9	ENSG00000116754.9	SRSF11			
MSTRG.1308_70820392_70820366_8	ENSG00000118454.8	ENSG00000118454.8	ANKRD13C	,ENSG00000197568.9	,ENSG00000197568.9	,HHLA3
MSTRG.1308_70820242_70820171_23	ENSG00000118454.8	ENSG00000118454.8	ANKRD13C	,ENSG00000197568.9	,ENSG00000197568.9	,HHLA3
MSTRG.1309_70820635_70831897_74	ENSG00000197568.9,ENSG00000226088.1	ENSG00000197568.9,ENSG00000226088.1	HHLA3,RP11-180O5.2	ENSG00000118454.8,,	ENSG00000118454.8,,	ANKRD13C,,
MSTRG.1329_75172035_75171994_13	ENSG00000116791.9	ENSG00000116791.9	CRYZ			
MSTRG.1339_76190473_76198537_76	ENSG00000117054.9	ENSG00000117054.9	ACADM			
MSTRG.1339_76190473_76198557_45	ENSG00000117054.9	ENSG00000117054.9	ACADM			
MSTRG.1339_76190473_76200504_104	ENSG00000117054.9	ENSG00000117054.9	ACADM			
MSTRG.1339_76251957_76253337_52	ENSG00000117054.9,ENSG00000137955.11,ENSG00000206620.1	ENSG00000117054.9,ENSG00000137955.11,ENSG00000206620.1	ACADM,RABGGTB,SNORD45C	,,,ENSG00000207241.1	,,,ENSG00000207241.1	,,,SNORD45A
MSTRG.1339_76251957_76255859_145	ENSG00000117054.9,ENSG00000137955.11,ENSG00000206620.1,ENSG00000207241.1,ENSG00000201487.1	ENSG00000117054.9,ENSG00000137955.11,ENSG00000206620.1,ENSG00000207241.1,ENSG00000201487.1	ACADM,RABGGTB,SNORD45C,SNORD45A,SNORD45B	,,,,	,,,,	,,,,
MSTRG.1339_76215215_76234906_56	ENSG00000117054.9	ENSG00000117054.9	ACADM			
ENSG00000154027.14_77747776_77748057_93	ENSG00000154027.14	ENSG00000154027.14	AK5			
ENSG00000036549.8_78149041_78107307_42	ENSG00000036549.8,ENSG00000243437.2	ENSG00000036549.8,ENSG00000243437.2	ZZZ3,RN7SL370P	,	,	,
MSTRG.1342_78187768_78187524_40	ENSG00000077254.10	ENSG00000077254.10	USP33			
MSTRG.1342_78225438_78211276_39	ENSG00000077254.10	ENSG00000077254.10	USP33			
MSTRG.1335_78326891_78327028_45	ENSG00000180488.10	ENSG00000180488.10	FAM73A			
MSTRG.1345_78444743_78444696_15	ENSG00000162613.12	ENSG00000162613.12	FUBP1	,ENSG00000162616.8,ENSG00000137960.5	,ENSG00000162616.8,ENSG00000137960.5	,DNAJB4,GIPC2
MSTRG.1346_78478762_78478905_47	ENSG00000162616.8,ENSG00000137960.5	ENSG00000162616.8,ENSG00000137960.5	DNAJB4,GIPC2	,	,	,
ENSG00000117114.15_82447583_82452978_112	ENSG00000117114.15	ENSG00000117114.15	LPHN2			
ENSG00000137941.12_84417964_84417533_73	ENSG00000137941.12	ENSG00000137941.12	TTLL7			
ENSG00000137941.12_84408280_84383319_320	ENSG00000137941.12	ENSG00000137941.12	TTLL7			
MSTRG.1354_84543878_84644862_59	ENSG00000142875.15,ENSG00000213540.3	ENSG00000142875.15,ENSG00000213540.3	PRKACB,RP11-486G15.1	ENSG00000271576.1,,	ENSG00000271576.1,,	RP11-486G15.2,,
MSTRG.1367_85040098_85031685_108	ENSG00000122432.12,ENSG00000117151.8	ENSG00000122432.12,ENSG00000117151.8	SPATA1,CTBS	,	,	,
ENSG00000117155.12_85136890_85136302_75	ENSG00000117155.12	ENSG00000117155.12	SSX2IP			
ENSG00000117155.12_85155903_85136969_29	ENSG00000117155.12	ENSG00000117155.12	SSX2IP			
ENSG00000117155.12_85155903_85117667_26	ENSG00000117155.12	ENSG00000117155.12	SSX2IP			
ENSG00000117155.12_85156218_85136977_59	ENSG00000117155.12	ENSG00000117155.12	SSX2IP			
ENSG00000055732.8_85514105_85513254_21	ENSG00000162643.8,ENSG00000055732.8	ENSG00000162643.8,ENSG00000055732.8	WDR63,MCOLN3	,	,	,
ENSG00000055732.8_85514105_85511030_25	ENSG00000162643.8,ENSG00000055732.8	ENSG00000162643.8,ENSG00000055732.8	WDR63,MCOLN3	,	,	,
ENSG00000055732.8_85511043_85502522_141	ENSG00000162643.8,ENSG00000055732.8	ENSG00000162643.8,ENSG00000055732.8	WDR63,MCOLN3	,	,	,
ENSG00000097096.8_85666554_85665982_190	ENSG00000097096.8	ENSG00000097096.8	SYDE2			
MSTRG.1362_86172154_86171997_23	ENSG00000117174.6	ENSG00000117174.6	ZNHIT6			
ENSG00000122417.11_86852710_86850466_43	ENSG00000122417.11	ENSG00000122417.11	ODF2L			
ENSG00000122417.11_86861816_86848849_43	ENSG00000122417.11	ENSG00000122417.11	ODF2L			
MSTRG.1364_87170583_87185201_27	ENSG00000097033.10	ENSG00000097033.10	SH3GLB1	ENSG00000261737.1,	ENSG00000261737.1,	RP4-612B15.3,
MSTRG.1369_87333747_87329157_47	ENSG00000183291.11	ENSG00000183291.11	SEP15			
MSTRG.1369_87379901_87379833_22	ENSG00000183291.11	ENSG00000183291.11	SEP15	,ENSG00000153936.12	,ENSG00000153936.12	,HS2ST1
MSTRG.1369_87379993_87379940_17	ENSG00000183291.11	ENSG00000183291.11	SEP15	,ENSG00000153936.12	,ENSG00000153936.12	,HS2ST1
MSTRG.1369_87379950_87379918_10	ENSG00000183291.11	ENSG00000183291.11	SEP15	,ENSG00000153936.12	,ENSG00000153936.12	,HS2ST1
ENSG00000065243.14_89150264_89225970_37	ENSG00000237505.2,ENSG00000065243.14	ENSG00000237505.2,ENSG00000065243.14	RP11-76N22.2,PKN2	,	,	,
MSTRG.1390_89454033_89449678_56	ENSG00000137944.12,ENSG00000213516.5	ENSG00000137944.12,ENSG00000213516.5	CCBL2,RBMXL1	,	,	,
MSTRG.1390_89454033_89430345_167	ENSG00000137944.12,ENSG00000213516.5	ENSG00000137944.12,ENSG00000213516.5	CCBL2,RBMXL1	,	,	,
MSTRG.1373_90098769_90098816_15	ENSG00000230735.1,ENSG00000171488.10,ENSG00000271949.1	ENSG00000230735.1,ENSG00000171488.10,ENSG00000271949.1	RP11-413E1.4,LRRC8C,RP11-302M6.4	ENSG00000231999.2,,,	ENSG00000231999.2,,,	RP5-1007M22.2,,,
MSTRG.1373_90152033_90309217_52	ENSG00000171488.10,ENSG00000271949.1,ENSG00000239176.1,ENSG00000231613.1,ENSG00000272931.1,ENSG00000171492.10	ENSG00000171488.10,ENSG00000271949.1,ENSG00000239176.1,ENSG00000231613.1,ENSG00000272931.1,ENSG00000171492.10	LRRC8C,RP11-302M6.4,snoU13,RP5-943J3.1,RP5-943J3.2,LRRC8D	,,,,,	,,,,,	,,,,,
MSTRG.1373_90286612_90286818_68	ENSG00000271949.1,ENSG00000171492.10	ENSG00000271949.1,ENSG00000171492.10	RP11-302M6.4,LRRC8D	,ENSG00000272931.1,	,ENSG00000272931.1,	,RP5-943J3.2,
ENSG00000162664.12_90460727_90460783_18	ENSG00000162664.12	ENSG00000162664.12	ZNF326			
ENSG00000122482.16_91383614_91382494_19	ENSG00000122482.16	ENSG00000122482.16	ZNF644			
ENSG00000097046.8_91967310_91973958_100	ENSG00000097046.8	ENSG00000097046.8	CDC7			
MSTRG.1429_93202140_93201973_55	ENSG00000067208.10	ENSG00000067208.10	EVI5			
MSTRG.1404_93297620_93298956_21	ENSG00000122406.8	ENSG00000122406.8	RPL5			
MSTRG.1404_93297672_93299355_63	ENSG00000122406.8	ENSG00000122406.8	RPL5			
MSTRG.1407_93426999_93341863_63	ENSG00000154511.7,ENSG00000229052.2	ENSG00000154511.7,ENSG00000229052.2	FAM69A,RP11-386I23.1	,	,	,
ENSG00000143033.13_93580313_93592840_164	ENSG00000143033.13	ENSG00000143033.13	MTF2			
MSTRG.1391_93645799_93622036_120	ENSG00000117500.8,ENSG00000122483.13	ENSG00000117500.8,ENSG00000122483.13	TMED5,CCDC18	,	,	,
MSTRG.1397_93811707_93811778_23	ENSG00000117505.8	ENSG00000117505.8	DR1	ENSG00000223745.3,	ENSG00000223745.3,	RP4-717I23.3,
MSTRG.1397_93811707_93812172_113	ENSG00000117505.8	ENSG00000117505.8	DR1	ENSG00000223745.3,	ENSG00000223745.3,	RP4-717I23.3,
ENSG00000137936.12_94147280_94147212_22	ENSG00000137936.12	ENSG00000137936.12	BCAR3			
MSTRG.1398_94344704_94344411_97	ENSG00000067334.9	ENSG00000067334.9	DNTTIP2			
